Block,Row,Table,Panel,Seriel,"V oc","I sc","V mppt","I mppt",Maxpower,Fillfactor
1,2,3,39,147P606022285679,38.037,9.003,30.939,8.483,262.468,0.766
1,2,3,40,147P606022287656,37.919,9.049,30.799,8.495,261.635,0.762
1,2,4,1,147P606022291221,38.007,9,30.778,8.47,260.687,0.762
1,2,4,2,147P606022287102,37.96,9.048,30.839,8.491,261.845,0.762
1,2,4,3,147P606022288862,38.11,9.006,30.953,8.463,261.958,0.763
1,2,4,4,147P606022290983,38.083,9.01,30.804,8.472,260.962,0.761
1,2,4,5,147P606022291445,38.033,8.972,30.848,8.418,259.691,0.761
1,2,4,6,147P606022291112,38.013,9.034,30.896,8.474,261.809,0.762
1,2,4,7,147P606022292379,38.144,8.999,30.88,8.457,261.147,0.761
1,2,4,8,147P606022291315,38.02,9.027,30.727,8.467,260.18,0.758
1,2,4,9,147P606022292208,38.083,8.93,30.9,8.423,260.269,0.765
1,2,4,10,147P606022286755,37.92,9.051,30.927,8.467,261.858,0.763
1,2,4,11,147P606022292262,38.098,8.916,30.949,8.415,260.441,0.767
1,2,4,12,147P606022290141,38,9.054,30.699,8.499,260.898,0.758
1,2,4,13,147P606022291686,38.046,8.948,30.745,8.428,259.13,0.761
1,2,4,14,147P606022292258,38.156,8.913,30.894,8.407,259.738,0.764
1,2,4,15,148P606022042182,38.077,8.945,30.901,8.423,260.289,0.764
1,2,4,16,147P606022292260,38.071,8.937,30.89,8.415,259.954,0.764
1,2,4,17,148P606022043316,38.074,9.008,30.767,8.468,260.526,0.76
1,2,4,18,147P606022292261,38.076,8.931,30.962,8.424,260.838,0.767
1,2,4,19,148P606022048878,37.97,8.973,30.829,8.448,260.457,0.764
1,2,4,20,147P606022291284,38.079,8.97,30.848,8.441,260.394,0.762
1,2,4,21,148P606022049489,38.007,8.977,30.767,8.438,259.604,0.761
1,2,4,22,147P606022291674,38.038,8.926,30.805,8.409,259.05,0.763
1,2,4,23,148P606022049329,38.021,9.013,30.802,8.472,260.956,0.762
1,2,4,24,168P606014062135,,,,,,
1,2,4,25,148P606022049129,37.887,8.957,30.768,8.441,259.708,0.765
1,2,4,26,147P606022291332,38.027,8.999,30.87,8.447,260.773,0.762
1,2,4,27,148P606022042350,38.052,8.958,30.891,8.408,259.739,0.762
1,2,4,28,147P606022291830,38.037,9.011,30.807,8.47,260.95,0.761
1,2,4,29,148P606022043717,37.994,9.026,30.687,8.479,260.21,0.759
1,2,4,30,147P606022292475,37.869,9.026,30.736,8.474,260.456,0.762
1,2,4,31,148P606022042955,38.155,8.944,30.939,8.424,260.627,0.764
1,2,4,32,147P606022288897,37.965,9.009,30.692,8.457,259.558,0.759
1,2,4,33,148P606022041772,38.019,9.013,30.877,8.463,261.311,0.763
1,2,4,34,147P606022288900,38.019,8.997,30.681,8.452,259.314,0.758
1,2,4,35,148P606022041779,38.012,9.014,30.871,8.466,261.358,0.763
1,2,4,36,147P606022288895,38.026,9.017,30.84,8.469,261.194,0.762
1,2,4,37,148P606022292163,,,,,,
1,2,4,38,147P606022291029,37.918,9.027,30.83,8.491,261.774,0.765
1,2,4,39,148P606022043191,38.161,8.996,30.908,8.444,260.993,0.76
1,2,4,40,168P606014078122,,,,,,
1,2,5,1,148P606022064546,38.012,8.996,30.833,8.455,260.684,0.762
1,2,5,2,148P606022051280,38.054,8.973,30.857,8.489,261.933,0.767
1,2,5,3,148P606022049163,37.953,8.987,30.715,8.462,259.924,0.762
1,2,5,4,148P606022050673,37.971,8.957,30.833,8.427,259.818,0.764
1,2,5,5,148P606022065003,37.916,8.978,30.751,8.457,260.063,0.764
1,2,5,6,148P606022050781,38.071,8.997,30.81,8.458,260.585,0.761
1,2,5,7,148P606022064545,37.942,9.045,30.73,8.435,259.194,0.755
1,2,5,8,148P606022050181,38.044,9.007,30.942,8.471,262.096,0.765
1,2,5,9,148P606022064542,37.936,9.003,30.713,8.461,259.857,0.761
1,2,5,10,148P606022050764,38.067,8.967,30.917,8.425,260.469,0.763
1,2,5,11,148P606022048600,38.13,8.971,30.981,8.444,261.594,0.765
1,2,5,12,148P606022065013,37.961,8.975,30.86,8.461,261.117,0.766
1,2,5,13,148P606022043327,38.193,9.008,30.851,8.465,261.168,0.759
1,2,5,14,148P606022065596,38.204,8.968,30.971,8.45,261.703,0.764
1,2,5,15,148P606022047445,37.907,8.974,30.735,8.412,258.54,0.76
1,2,5,16,148P606022065623,38.224,8.983,30.996,8.465,262.393,0.764
1,2,5,17,148P606022048143,38.062,8.985,30.8,8.481,261.229,0.764
1,2,5,18,148P606022063504,37.929,8.986,30.726,8.467,260.169,0.763
1,2,5,19,148P606022048304,37.996,9.001,30.757,8.473,260.607,0.762
1,2,5,20,148P606022063591,37.978,8.98,30.758,8.451,259.945,0.762
1,2,5,21,148P606022064277,37.966,9.008,30.812,8.466,260.846,0.763
1,2,5,22,148P606022063731,38.016,8.956,30.839,8.458,260.847,0.766
1,2,5,23,148P606022064737,37.981,8.932,30.741,8.403,258.308,0.761
1,2,5,24,148P606022048164,38.09,8.998,30.923,8.461,261.624,0.763
1,2,5,25,148P606022064742,38.033,8.965,30.845,8.436,260.219,0.763
1,2,5,26,148P606022048113,37.998,8.989,30.732,8.482,260.672,0.763
1,2,5,27,148P606022064741,37.993,8.95,30.776,8.439,259.705,0.764
1,2,5,28,148P606022048137,38.058,8.976,30.941,8.451,261.474,0.765
1,2,5,29,148P606022064603,37.901,9.019,30.695,8.488,260.555,0.762
1,2,5,30,148P606022048141,38.1,8.972,30.934,8.449,261.359,0.765
1,2,5,31,148P606022064599,37.987,8.996,30.821,8.441,260.174,0.761
1,2,5,32,148P606022048261,38.117,8.965,30.887,8.429,260.357,0.762
1,2,5,33,148P606022064739,37.975,8.954,30.729,8.45,259.663,0.764
1,2,5,34,148P606022048936,38.066,9.009,30.875,8.453,260.988,0.761
1,2,5,35,148P606022043094,38.018,8.975,30.816,8.462,260.751,0.764
1,2,5,36,148P606022049058,38.058,8.968,30.852,8.464,261.126,0.765
1,2,5,37,148P606022043328,38.207,9.001,30.893,8.465,261.52,0.76
1,2,5,38,148P606022049482,37.921,8.945,30.738,8.436,259.316,0.764
1,2,5,39,148P606022065451,38.059,8.977,30.911,8.461,261.549,0.766
1,2,5,40,148P606022064736,37.979,8.947,30.813,8.447,260.264,0.766
1,2,6,1,148P606022064637,38.094,9.032,30.862,8.471,261.438,0.76
1,2,6,2,148P606022058583,37.979,8.996,30.736,8.485,260.778,0.763
1,2,6,3,148P606022053080,38.034,8.946,30.834,8.433,260.023,0.764
1,2,6,4,148P606022062252,38.045,9.011,30.717,8.488,260.733,0.761
1,2,6,5,148P606022052951,38.158,9.003,30.971,8.442,261.46,0.761
1,2,6,6,148P606022052198,38.129,8.995,30.865,8.45,260.826,0.76
1,2,6,7,148P606022053157,37.996,9.02,30.769,8.471,260.658,0.761
1,2,6,8,148P606022064753,37.999,9.006,30.763,8.493,261.257,0.763
1,2,6,9,148P606022053669,38.191,8.959,30.994,8.416,260.844,0.762
1,2,6,10,148P606022064749,37.991,9.002,30.802,8.473,261.001,0.763
1,2,6,11,147P606022293569,,,,,,
1,2,6,12,148P606022052966,38.077,9.005,30.89,8.463,261.421,0.762
1,2,6,13,147P606022291753,,,,,,
1,2,6,14,147P606022291925,,,,,,
1,2,6,15,147P606022292057,,,,,,
1,2,6,16,148P606022014877,37.97,8.99,30.821,8.459,260.722,0.764
1,2,6,17,147P606022293286,,,,,,
1,2,6,18,148P606022014872,37.941,8.999,30.781,8.458,260.337,0.762
1,2,6,19,147P606022292055,,,,,,
1,2,6,20,148P606022014831,37.928,9.016,30.742,8.452,259.827,0.76
1,2,6,21,147P606022292060,,,,,,
1,2,6,22,147P606022292005,,,,,,
1,2,6,23,147P606022291930,,,,,,
1,2,6,24,148P606022014885,37.909,8.954,30.743,8.444,259.583,0.765
1,2,6,25,147P606022293497,,,,,,
1,2,6,26,148P606022060596,38.039,8.985,30.901,8.46,261.419,0.765
1,2,6,27,147P606022291986,,,,,,
1,2,6,28,148P606022064279,37.993,9.011,30.822,8.483,261.47,0.764
1,2,6,29,147P606022291914,,,,,,
1,2,6,30,148P606022063442,38.017,8.945,30.836,8.433,260.051,0.765
1,2,6,31,148P606022066079,37.966,8.981,30.791,8.468,260.735,0.765
1,2,6,32,148P606022063662,38.07,8.896,30.896,8.411,259.876,0.767
1,2,6,33,148P606022067253,37.929,8.963,30.791,8.441,259.9,0.765
1,2,6,34,148P606022065605,38.169,8.987,30.946,8.466,261.987,0.764
1,2,6,35,148P606022058924,37.96,8.993,30.773,8.484,261.059,0.765
1,2,6,36,148P606022045410,38.172,8.945,30.868,8.417,259.823,0.761
1,2,6,37,148P606022058951,38.028,8.994,30.863,8.482,261.788,0.765
1,2,6,38,148P606022064605,37.944,9.026,30.732,8.483,260.697,0.761
1,2,6,39,148P606022054464,38.095,8.964,31.045,8.44,262.029,0.767
1,2,6,40,148P606022064740,38.051,8.951,30.811,8.439,260.024,0.763
1,2,7,1,148P606022059070,38.058,9.012,30.881,8.498,262.44,0.765
1,2,7,2,148P606022014076,37.967,9.019,30.779,8.476,260.887,0.762
1,2,7,3,148P606022058431,37.971,8.94,30.834,8.438,260.17,0.766
1,2,7,4,148P606022014088,37.984,9.03,30.771,8.495,261.408,0.762
1,2,7,5,148P606022058443,37.983,8.931,30.844,8.456,260.811,0.769
1,2,7,6,148P606022014884,37.871,8.984,30.683,8.441,258.989,0.761
1,2,7,7,148P606022058926,38.05,8.988,30.823,8.498,261.926,0.766
1,2,7,8,147P606022291922,,,,,,
1,2,7,9,148P606022058444,37.943,8.953,30.839,8.464,261.026,0.768
1,2,7,10,148P606022014806,37.932,9.036,30.79,8.475,260.957,0.761
1,2,7,11,148P606022066587,37.959,8.938,30.906,8.419,260.186,0.767
1,2,7,12,147P606022291850,,,,,,
1,2,7,13,148P606022067061,37.95,8.945,30.816,8.431,259.816,0.765
1,2,7,14,148P606022014784,37.926,9,30.765,8.456,260.149,0.762
1,2,7,15,148P606022053810,37.97,8.989,30.87,8.471,261.496,0.766
1,2,7,16,148P606022051489,38.205,9.001,30.975,8.456,261.931,0.762
1,2,7,17,148P606022054477,38.054,8.937,30.968,8.439,261.334,0.768
1,2,7,18,148P606022051836,37.992,8.988,30.864,8.476,261.592,0.766
1,2,7,19,148P606022066906,37.985,8.932,30.923,8.42,260.368,0.767
1,2,7,20,148P606022058908,37.974,8.998,30.745,8.494,261.144,0.764
1,2,7,21,148P606022054658,38.007,8.953,30.895,8.43,260.454,0.765
1,2,7,22,148P606022059071,38.081,9.008,30.926,8.492,262.62,0.766
1,2,7,23,148P606022054120,37.91,8.983,30.806,8.464,260.743,0.766
1,2,7,24,148P606022052615,38.119,8.991,30.865,8.468,261.368,0.763
1,2,7,25,148P606022054481,38.075,8.938,30.984,8.42,260.896,0.767
1,2,7,26,148P606022052616,38.041,8.965,30.91,8.451,261.207,0.766
1,2,7,27,148P606022054352,38.091,8.989,30.902,8.45,261.112,0.763
1,2,7,28,148P606022051855,38.058,8.998,30.885,8.49,262.208,0.766
1,2,7,29,148P606022054338,38.168,8.945,30.993,8.432,261.34,0.765
1,2,7,30,148P606022052347,38.105,8.968,30.946,8.467,262.028,0.767
1,2,7,31,148P606022054083,38.118,8.958,30.887,8.43,260.386,0.763
1,2,7,32,148P606022058920,37.97,9.007,30.796,8.491,261.485,0.765
1,2,7,33,148P606022054084,38.107,8.953,30.862,8.443,260.566,0.764
1,2,7,34,148P606022058927,38.035,9.005,30.819,8.488,261.603,0.764
1,2,7,35,148P606022053808,37.99,8.997,30.773,8.474,260.763,0.763
1,2,7,36,148P606022059125,38.039,8.992,30.867,8.49,262.06,0.766
1,2,7,37,148P606022051722,38.108,8.955,30.955,8.453,261.673,0.767
1,2,7,38,148P606022058922,38.03,9.004,30.812,8.475,261.119,0.763
1,2,7,39,148P606022051678,38.076,8.96,30.877,8.435,260.453,0.763
1,2,7,40,147P606022292921,,,,,,
1,2,8,1,148P606022052559,38.092,9.004,30.932,8.491,262.657,0.766
1,2,8,2,148P606022052587,38.079,9.006,31.031,8.493,263.539,0.768
1,2,8,3,148P606022051826,38.094,8.979,31.088,8.488,263.87,0.771
1,2,8,4,148P606022052589,38.059,8.986,30.96,8.496,263.02,0.769
1,2,8,5,148P606022051721,38.048,8.943,30.926,8.443,261.109,0.767
1,2,8,6,148P606022051749,38.125,8.983,31.001,8.487,263.109,0.768
1,2,8,7,148P606022051719,37.943,8.955,30.843,8.444,260.43,0.766
1,2,8,8,148P606022051748,38.085,8.996,31.017,8.5,263.632,0.769
1,2,8,9,148P606022058925,38.032,8.994,30.761,8.474,260.659,0.762
1,2,8,10,148P606022058516,38.012,9.006,30.868,8.46,261.136,0.763
1,2,8,11,148P606022059077,38.096,8.997,30.932,8.489,262.564,0.766
1,2,8,12,148P606022057729,37.934,9.031,30.771,8.488,261.17,0.762
1,2,8,13,148P606022058915,38.03,8.993,30.77,8.489,261.215,0.764
1,2,8,14,148P606022058514,38.012,9.012,30.874,8.459,261.153,0.762
1,2,8,15,148P606022051865,38.122,9.022,30.901,8.498,262.61,0.764
1,2,8,16,148P606022054648,38.087,8.952,30.898,8.424,260.281,0.763
1,2,8,17,148P606022058916,37.992,8.98,30.696,8.469,259.969,0.762
1,2,8,18,148P606022057708,37.926,9.013,30.796,8.49,261.466,0.765
1,2,8,19,148P606022057465,37.985,8.989,30.897,8.44,260.758,0.764
1,2,8,20,148P606022057746,37.997,8.989,30.835,8.452,260.61,0.763
1,2,8,21,148P606022057558,38.062,8.923,30.983,8.431,261.217,0.769
1,2,8,22,148P606022058533,37.923,8.989,30.794,8.457,260.42,0.764
1,2,8,23,148P606022058530,37.99,8.979,30.895,8.474,261.796,0.768
1,2,8,24,148P606022058521,38.036,8.975,30.865,8.463,261.206,0.765
1,2,8,25,148P606022057742,38.003,8.954,30.927,8.457,261.553,0.769
1,2,8,26,148P606022057751,37.92,8.972,30.774,8.456,260.23,0.765
1,2,8,27,148P606022054452,38.017,8.942,30.864,8.417,259.777,0.764
1,2,8,28,148P606022058520,38.017,8.975,30.87,8.456,261.042,0.765
1,2,8,29,148P606022054455,37.939,8.965,30.781,8.444,259.902,0.764
1,2,8,30,148P606022057745,37.897,8.992,30.889,8.454,261.131,0.766
1,2,8,31,148P606022054457,38.092,8.957,30.982,8.448,261.746,0.767
1,2,8,32,148P606022057808,38.019,8.996,30.873,8.493,262.192,0.767
1,2,8,33,148P606022054450,37.988,8.979,30.805,8.44,259.992,0.762
1,2,8,34,148P606022057735,37.992,9.016,30.898,8.452,261.149,0.762
1,2,8,35,148P606022053954,38.058,8.988,30.833,8.463,260.938,0.763
1,2,8,36,148P606022057744,38.013,8.995,30.875,8.467,261.412,0.765
1,2,8,37,148P606022052207,38.063,8.937,30.973,8.439,261.39,0.768
1,2,8,38,148P606022046588,37.916,8.97,30.779,8.438,259.726,0.764
1,2,8,39,148P606022054601,38.057,8.939,30.964,8.44,261.344,0.768
1,2,8,40,148P606022048061,38.035,8.932,30.928,8.415,260.268,0.766
1,3,1,1,147P606021061451,38.349,9.039,31.255,8.496,265.534,0.766
1,3,1,2,147P606021055602,37.982,9.084,30.815,8.472,261.073,0.757
1,3,1,3,147P606022270204,37.954,9.047,30.765,8.497,261.419,0.761
1,3,1,4,147P606021055482,37.976,8.958,30.796,8.441,259.936,0.764
1,3,1,5,147P606022271243,37.978,9.03,30.771,8.477,260.854,0.761
1,3,1,6,147P606021055591,37.985,9.099,30.823,8.495,261.849,0.758
1,3,1,7,147P606022270513,37.975,8.996,30.761,8.44,259.623,0.76
1,3,1,8,147P606021055830,38.07,8.936,30.838,8.406,259.235,0.762
1,3,1,9,147P606022271717,38.057,8.96,30.741,8.442,259.53,0.761
1,3,1,10,148P606022051254,38.058,9.042,30.851,8.497,262.146,0.762
1,3,1,11,147P606022271728,38.047,8.979,30.835,8.437,260.141,0.762
1,3,1,12,148P606022051301,38.032,9.031,30.721,8.494,260.929,0.76
1,3,1,13,147P606022270543,38.006,9.028,30.757,8.492,261.189,0.761
1,3,1,14,147P606021056016,37.988,9.026,30.857,8.458,260.976,0.761
1,3,1,15,147P606022270867,37.97,8.993,30.704,8.442,259.19,0.759
1,3,1,16,147P606021055841,38.045,9.014,30.863,8.404,259.36,0.756
1,3,1,17,147P606022271531,37.996,8.959,30.766,8.425,259.209,0.761
1,3,1,18,147P606021055604,38.013,9.027,30.869,8.469,261.43,0.762
1,3,1,19,147P606022271730,38.054,8.966,30.776,8.445,259.904,0.762
1,3,1,20,147P606021055821,38.07,8.984,30.854,8.44,260.415,0.761
1,3,1,21,147P606021057289,38.135,9.008,30.953,8.44,261.229,0.76
1,3,1,22,147P606021055606,38.012,9.021,30.832,8.468,261.102,0.761
1,3,1,23,147P606021063904,38.017,9.019,30.997,8.48,262.848,0.767
1,3,1,24,147P606021055828,38.079,8.995,30.707,8.469,260.074,0.759
1,3,1,25,147P606021063759,38.094,9.04,31.039,8.492,263.589,0.765
1,3,1,26,147P606021055847,38.038,8.933,30.814,8.425,259.615,0.764
1,3,1,27,147P606021061482,38.302,9.043,31.084,8.487,263.816,0.762
1,3,1,28,148P606022001978,37.932,8.963,30.752,8.444,259.671,0.764
1,3,1,29,147P606021061471,38.258,9.053,31.046,8.494,263.718,0.761
1,3,1,30,147P606022288197,37.867,9.016,30.833,8.451,260.575,0.763
1,3,1,31,147P606021061354,38.255,8.991,31.201,8.442,263.394,0.766
1,3,1,32,147P606022286589,37.956,9.016,30.825,8.426,259.724,0.759
1,3,1,33,147P606021061355,38.257,9.004,31.182,8.449,263.465,0.765
1,3,1,34,147P606022286230,38.102,8.996,30.938,8.448,261.376,0.763
1,3,1,35,147P606021061366,38.269,8.985,31.23,8.454,264.017,0.768
1,3,1,36,147P606022288217,37.963,9.032,30.856,8.477,261.561,0.763
1,3,1,37,147P606021061368,38.254,8.991,31.226,8.454,264.001,0.768
1,3,1,38,147P606022288212,37.954,8.974,30.952,8.45,261.549,0.768
1,3,1,39,147P606022288012,38,9.03,30.879,8.472,261.622,0.762
1,3,1,40,147P606022288135,37.994,9.031,30.893,8.479,261.942,0.763
1,3,2,1,147P606021061463,38.262,9.052,31.138,8.495,264.506,0.764
1,3,2,2,147P606022271727,38.078,8.986,30.767,8.428,259.316,0.758
1,3,2,3,147P606021061363,38.259,9.001,31.186,8.456,263.711,0.766
1,3,2,4,147P606021057389,38.081,9.056,30.918,8.469,261.849,0.759
1,3,2,5,147P606021061332,38.352,9.011,31.25,8.458,264.316,0.765
1,3,2,6,147P606021058957,38.164,9.04,30.948,8.434,261.01,0.757
1,3,2,7,147P606021061488,38.325,9.032,31.03,8.471,262.872,0.759
1,3,2,8,147P606021058646,37.944,9.07,30.905,8.441,260.856,0.758
1,3,2,9,147P606021061390,38.355,8.993,31.242,8.45,263.993,0.765
1,3,2,10,147P606022270861,38.008,8.979,30.779,8.437,259.674,0.761
1,3,2,11,147P606022292481,37.915,8.993,30.823,8.469,261.036,0.766
1,3,2,12,147P606022271515,37.948,9.008,30.701,8.464,259.845,0.76
1,3,2,13,147P606022290758,37.961,8.982,30.678,8.434,258.75,0.759
1,3,2,14,147P606022271496,37.932,8.994,30.672,8.456,259.352,0.76
1,3,2,15,147P606022292618,37.936,9.012,30.898,8.48,262.015,0.766
1,3,2,16,147P606022270159,38.073,9.007,30.77,8.467,260.527,0.76
1,3,2,17,147P606022292507,37.917,9.036,30.885,8.486,262.092,0.765
1,3,2,18,147P606022292504,37.939,9.04,30.912,8.492,262.505,0.765
1,3,2,19,147P606022288894,37.904,9.021,30.69,8.455,259.472,0.759
1,3,2,20,147P606021063771,38.048,9.046,31.001,8.482,262.932,0.764
1,3,2,21,147P606021049828,37.966,9.008,30.957,8.457,261.803,0.766
1,3,2,22,147P606021061483,38.318,9.016,31.167,8.48,264.292,0.765
1,3,2,23,147P606022288896,38.007,9.019,30.74,8.453,259.848,0.758
1,3,2,24,147P606021061524,38.312,9.02,31.249,8.486,265.177,0.767
1,3,2,25,147P606022288913,37.947,9.02,30.764,8.457,260.177,0.76
1,3,2,26,147P606021061519,38.298,9.019,31.241,8.481,264.958,0.767
1,3,2,27,147P606022292512,37.9,9.025,30.911,8.486,262.325,0.767
1,3,2,28,147P606022286563,37.904,9.056,30.722,8.485,260.678,0.759
1,3,2,29,147P606022292506,37.896,9.014,30.841,8.488,261.785,0.766
1,3,2,30,147P606022292479,37.93,9.018,30.855,8.467,261.245,0.764
1,3,2,31,147P606022289446,37.926,9.016,30.829,8.479,261.395,0.764
1,3,2,32,147P606022286554,37.873,9.021,30.797,8.469,260.823,0.763
1,3,2,33,147P606022292501,37.887,9.01,30.73,8.47,260.287,0.763
1,3,2,34,147P606022286556,37.974,9.038,30.759,8.452,259.972,0.757
1,3,2,35,147P606022292510,37.955,9.03,30.929,8.49,262.575,0.766
1,3,2,36,147P606022288327,37.959,9.009,30.875,8.468,261.438,0.764
1,3,2,37,147P606021061464,38.276,9.043,31.13,8.492,264.359,0.764
1,3,2,38,147P606022285426,37.957,9.003,30.782,8.465,260.582,0.763
1,3,2,39,147P606022292632,37.909,9.031,30.847,8.489,261.853,0.765
1,3,2,40,147P606022286774,37.896,9.032,30.687,8.457,259.529,0.758
1,3,3,1,147P606021058953,38.14,9.035,30.942,8.463,261.875,0.76
1,3,3,2,147P606021062905,37.992,8.953,30.677,8.467,259.742,0.764
1,3,3,3,147P606022271721,38.029,8.99,30.74,8.429,259.105,0.758
1,3,3,4,147P606021066216,37.956,8.966,30.616,8.473,259.417,0.762
1,3,3,5,147P606022288444,37.908,9.005,30.863,8.455,260.939,0.764
1,3,3,6,147P606021062111,38.096,9.038,30.929,8.469,261.947,0.761
1,3,3,7,147P606022285536,38.012,8.998,30.923,8.441,261.023,0.763
1,3,3,8,147P606021065632,38.014,8.963,30.61,8.494,260.003,0.763
1,3,3,9,147P606022286810,37.919,9.025,30.814,8.458,260.634,0.762
1,3,3,10,147P606022288369,37.986,9.005,30.932,8.466,261.879,0.766
1,3,3,11,147P606022287459,37.964,8.99,30.909,8.443,260.97,0.765
1,3,3,12,147P606022288372,37.956,9.02,30.905,8.481,262.097,0.766
1,3,3,13,147P606022285950,37.972,9.006,30.871,8.45,260.852,0.763
1,3,3,14,147P606022287365,38.008,8.97,30.909,8.433,260.646,0.765
1,3,3,15,147P606022288169,37.914,8.97,30.903,8.447,261.038,0.768
1,3,3,16,147P606022286570,38.017,9.023,30.893,8.458,261.281,0.762
1,3,3,17,147P606022288164,38.023,8.995,30.916,8.43,260.622,0.762
1,3,3,18,147P606022286237,38.016,9.009,30.843,8.445,260.482,0.761
1,3,3,19,147P606022288413,37.877,8.999,30.836,8.463,260.961,0.766
1,3,3,20,147P606022288139,37.984,8.989,30.896,8.464,261.499,0.766
1,3,3,21,147P606022288414,37.877,9.024,30.826,8.45,260.472,0.762
1,3,3,22,147P606022286590,37.996,9.015,30.919,8.455,261.425,0.763
1,3,3,23,147P606022288171,37.951,8.998,30.884,8.45,260.961,0.764
1,3,3,24,147P606021062517,38.325,8.982,31.242,8.452,264.057,0.767
1,3,3,25,147P606022287557,37.964,9.02,30.907,8.453,261.245,0.763
1,3,3,26,147P606022286586,37.96,8.991,30.855,8.431,260.135,0.762
1,3,3,27,147P606022288451,37.868,8.982,30.837,8.459,260.843,0.767
1,3,3,28,147P606022288193,37.886,9.026,30.777,8.455,260.222,0.761
1,3,3,29,147P606022288160,37.926,8.992,30.91,8.437,260.788,0.765
1,3,3,30,147P606022288408,37.962,8.948,30.914,8.445,261.053,0.769
1,3,3,31,147P606022288453,37.943,8.962,30.861,8.442,260.518,0.766
1,3,3,32,147P606022288405,37.91,9.003,30.871,8.454,260.991,0.765
1,3,3,33,147P606022274307,38.146,8.974,31.098,8.417,261.759,0.765
1,3,3,34,147P606022288420,37.968,8.999,30.92,8.454,261.397,0.765
1,3,3,35,147P606022288174,37.969,8.972,30.892,8.441,260.746,0.765
1,3,3,36,147P606022288419,37.937,9.005,30.88,8.45,260.928,0.764
1,3,3,37,147P606022287497,37.913,8.978,30.775,8.436,259.615,0.763
1,3,3,38,147P606022288409,37.987,9.001,30.954,8.455,261.727,0.765
1,3,3,39,147P606022270768,37.985,8.98,30.816,8.438,260.017,0.762
1,3,3,40,147P606022288177,37.905,9.021,30.846,8.461,261.001,0.763
1,3,4,1,147P606022291030,38.06,8.968,30.911,8.434,260.707,0.764
1,3,4,2,147P606022271475,37.935,8.994,30.646,8.444,258.781,0.758
1,3,4,3,147P606021049718,37.963,8.963,30.849,8.429,260.028,0.764
1,3,4,4,147P606021057321,38.158,9.055,30.946,8.459,261.789,0.758
1,3,4,5,147P606021062834,38.15,9.029,31.007,8.466,262.497,0.762
1,3,4,6,147P606021057260,38.102,9.025,30.934,8.431,260.793,0.758
1,3,4,7,147P606021060592,38.267,9.004,31.079,8.45,262.618,0.762
1,3,4,8,147P606021049736,37.933,8.979,30.825,8.431,259.877,0.763
1,3,4,9,147P606021063911,37.957,9.08,30.879,8.496,262.346,0.761
1,3,4,10,147P606021063766,37.978,9.07,30.877,8.497,262.354,0.762
1,3,4,11,147P606021063783,37.955,9.045,30.881,8.493,262.277,0.764
1,3,4,12,147P606021057388,38.142,9.054,30.881,8.488,262.123,0.759
1,3,4,13,147P606022292491,37.897,8.998,30.817,8.45,260.411,0.764
1,3,4,14,147P606022271516,38.035,9.005,30.769,8.457,260.204,0.76
1,3,4,15,147P606022292627,37.894,9.042,30.784,8.484,261.172,0.762
1,3,4,16,147P606021057259,38.166,9.043,30.936,8.459,261.677,0.758
1,3,4,17,147P606022291050,37.903,9.044,30.823,8.475,261.228,0.762
1,3,4,18,147P606021058667,38.134,9.045,30.916,8.485,262.319,0.761
1,3,4,19,147P606021063147,38.108,9.016,31.022,8.476,262.93,0.765
1,3,4,20,147P606021050483,37.984,9.031,30.573,8.49,259.558,0.757
1,3,4,21,147P606021063114,38.186,9.001,31.071,8.481,263.511,0.767
1,3,4,22,147P606021058574,38.006,9.001,30.905,8.455,261.305,0.764
1,3,4,23,147P606021062300,38.089,9.029,30.975,8.49,262.971,0.765
1,3,4,24,147P606022288195,37.931,9.026,30.893,8.457,261.256,0.763
1,3,4,25,147P606022286571,37.956,9.027,30.746,8.447,259.714,0.758
1,3,4,26,147P606022289769,38.006,8.999,30.821,8.48,261.349,0.764
1,3,4,27,147P606022286584,37.91,9.057,30.779,8.459,260.377,0.758
1,3,4,28,147P606022288907,37.951,9.005,30.665,8.446,259.008,0.758
1,3,4,29,147P606022274024,38.058,9.018,30.882,8.447,260.874,0.76
1,3,4,30,147P606022080654,38.071,8.971,30.796,8.418,259.23,0.759
1,3,4,31,147P606022286648,37.942,9.007,30.781,8.453,260.173,0.761
1,3,4,32,147P606022291229,37.861,9.026,30.689,8.491,260.596,0.763
1,3,4,33,147P606022286579,38,9.041,30.749,8.447,259.73,0.756
1,3,4,34,147P606022292468,38.005,8.977,30.915,8.443,261.012,0.765
1,3,4,35,147P606022288425,37.941,9.01,30.994,8.472,262.594,0.768
1,3,4,36,147P606022292483,37.971,9.001,30.836,8.455,260.709,0.763
1,3,4,37,147P606022288423,37.934,8.984,30.986,8.46,262.144,0.769
1,3,4,38,147P606022292490,37.895,9.022,30.78,8.446,259.954,0.76
1,3,4,39,148P606022050669,38.029,8.959,30.93,8.441,261.068,0.766
1,3,4,40,147P606022292486,37.918,9.039,30.63,8.475,259.6,0.757
1,3,5,1,148P606022065021,37.978,8.973,30.809,8.47,260.946,0.766
1,3,5,2,148P606022048880,37.952,8.928,30.842,8.416,259.572,0.766
1,3,5,3,148P606022065532,38.141,8.987,30.974,8.459,262.019,0.764
1,3,5,4,148P606022051197,38.061,8.998,30.896,8.489,262.288,0.766
